ts,batch,event,file,rows_before,rows_after,detail
2026-04-04 06:17:19,B0,FILE_STATE_BEFORE_APPEND,nba_gamelogs_2025_26.csv,24805,,
2026-04-04 06:18:55,B0,INTEGRITY_OK,/Users/salman/Documents/GitHub/PropEdgeV10.0/source-files/nba_gamelogs_2025_26.csv,24805,25013,APPEND_GAMELOGS
2026-04-04 06:18:55,B0,ROLLING_UPDATE_FAILED,,,,name 'load_combined' is not defined
2026-04-04 08:14:29,B1,BATCH_START,,,,2026-04-04
2026-04-04 08:14:34,B1,PROPS_FETCHED,,,,"39 props, 3 games"
2026-04-04 08:31:54,B1,EXCEL_SOURCE_UPDATED,,,,props=16562 (+39) spreads=1412 (+3)
2026-04-04 08:34:11,B1,PREDICTIONS,,,,"37 plays, skipped 2"
2026-04-04 08:34:14,B1,BATCH_SUMMARY,,,,"props_fetched=37, plays_added=37"
2026-04-04 08:34:14,B1,INTEGRITY_OK,/Users/salman/Documents/GitHub/PropEdgeV10.0/data/today.json,398,435,SAVE_TODAY
2026-04-04 08:34:49,B1,BATCH_COMPLETE,,,,
2026-04-04 08:39:08,B0,BATCH_COMPLETE,,,,
2026-04-04 12:56:52,B0,BATCH_START,,,,
2026-04-04 12:57:03,B0,BOXSCORES_FETCHED,,,,202 rows for 2026-04-03
2026-04-04 12:57:04,B0,BATCH_SUMMARY,,,,"plays_graded=0, wins=0, losses=0, dnp=6"
2026-04-04 12:57:06,B0,FILE_STATE_BEFORE_APPEND,nba_gamelogs_2025_26.csv,25013,,
2026-04-04 12:57:33,B0,INTEGRITY_OK,/Users/salman/Documents/GitHub/PropEdgeV10.0/source-files/nba_gamelogs_2025_26.csv,25013,25013,APPEND_GAMELOGS
2026-04-04 12:57:33,B0,ROLLING_UPDATE_FAILED,,,,name 'load_combined' is not defined
2026-04-04 13:04:06,B0,BATCH_COMPLETE,,,,
2026-04-04 13:05:28,B1,BATCH_START,,,,2026-04-04
2026-04-04 13:05:31,B1,PROPS_FETCHED,,,,"41 props, 3 games"
2026-04-04 13:05:48,B1,EXCEL_SOURCE_UPDATED,,,,props=16564 (+2) spreads=1412 (+0)
2026-04-04 13:06:08,B1,PREDICTIONS,,,,"39 plays, skipped 2"
2026-04-04 13:06:08,B1,BATCH_SUMMARY,,,,"props_fetched=39, plays_added=2"
2026-04-04 13:06:08,B1,INTEGRITY_OK,/Users/salman/Documents/GitHub/PropEdgeV10.0/data/today.json,435,437,SAVE_TODAY
2026-04-04 13:06:12,B1,BATCH_COMPLETE,,,,
2026-04-04 18:00:02,B2,BATCH_START,,,,2026-04-04
2026-04-04 18:00:08,B2,PROPS_FETCHED,,,,"41 props, 3 games"
2026-04-04 18:00:34,B2,EXCEL_SOURCE_UPDATED,,,,props=16564 (+0) spreads=1412 (+0)
2026-04-04 18:00:56,B2,PREDICTIONS,,,,"39 plays, skipped 2"
2026-04-04 18:00:57,B2,BATCH_SUMMARY,,,,"props_fetched=39, plays_added=0"
2026-04-04 18:00:57,B2,INTEGRITY_OK,/Users/salman/Documents/GitHub/PropEdgeV10.0/data/today.json,437,437,SAVE_TODAY
2026-04-04 18:00:59,B2,BATCH_COMPLETE,,,,
2026-04-04 21:32:42,B3,BATCH_START,,,,2026-04-04
2026-04-04 21:32:45,B3,PROPS_FETCHED,,,,"38 props, 3 games"
2026-04-04 21:40:20,B3,EXCEL_SOURCE_UPDATED,,,,props=16567 (+3) spreads=1412 (+0)
2026-04-04 21:57:27,B3,PREDICTIONS,,,,"37 plays, skipped 1"
2026-04-04 21:57:29,B3,BATCH_SUMMARY,,,,"props_fetched=37, plays_added=3"
2026-04-04 21:57:29,B3,INTEGRITY_OK,/Users/salman/Documents/GitHub/PropEdgeV10.0/data/today.json,437,440,SAVE_TODAY
2026-04-04 21:57:30,B3,BATCH_COMPLETE,,,,
2026-04-05 07:09:18,B0,BATCH_START,,,,
2026-04-05 07:09:24,B0,BOXSCORES_FETCHED,,,,67 rows for 2026-04-04
2026-04-05 07:09:25,B0,BATCH_SUMMARY,,,,"plays_graded=40, wins=20, losses=20, dnp=2"
2026-04-05 07:09:30,B0,FILE_STATE_BEFORE_APPEND,nba_gamelogs_2025_26.csv,25013,,
2026-04-05 07:36:09,B0,INTEGRITY_OK,/Users/salman/Documents/GitHub/PropEdgeV10.0/source-files/nba_gamelogs_2025_26.csv,25013,25082,APPEND_GAMELOGS
2026-04-05 07:36:09,B0,ROLLING_UPDATE_FAILED,,,,name 'load_combined' is not defined
2026-04-05 08:15:42,B1,BATCH_START,,,,2026-04-05
2026-04-05 08:15:52,B1,PROPS_FETCHED,,,,"132 props, 11 games"
2026-04-05 09:34:34,B1,EXCEL_SOURCE_UPDATED,,,,props=16696 (+132) spreads=1423 (+11)
2026-04-05 09:37:30,B1,PREDICTIONS,,,,"131 plays, skipped 1"
2026-04-05 09:37:33,B1,BATCH_SUMMARY,,,,"props_fetched=131, plays_added=131"
2026-04-05 09:37:33,B1,INTEGRITY_OK,/Users/salman/Documents/GitHub/PropEdgeV10.0/data/today.json,440,571,SAVE_TODAY
2026-04-05 09:37:51,B1,BATCH_COMPLETE,,,,
2026-04-05 10:49:20,B0,BATCH_COMPLETE,,,,
2026-04-05 17:15:05,B2,BATCH_START,,,,2026-04-05
2026-04-05 17:15:16,B2,PROPS_FETCHED,,,,"132 props, 11 games"
2026-04-05 17:15:31,B2,EXCEL_SOURCE_UPDATED,,,,props=16697 (+1) spreads=1423 (+0)
2026-04-05 17:15:52,B2,PREDICTIONS,,,,"131 plays, skipped 1"
2026-04-05 17:15:52,B2,BATCH_SUMMARY,,,,"props_fetched=131, plays_added=1"
2026-04-05 17:15:52,B2,INTEGRITY_OK,/Users/salman/Documents/GitHub/PropEdgeV10.0/data/today.json,571,572,SAVE_TODAY
2026-04-05 17:15:56,B2,BATCH_COMPLETE,,,,
2026-04-05 18:00:02,B2,BATCH_START,,,,2026-04-05
2026-04-05 18:00:25,B2,PROPS_FETCHED,,,,"123 props, 11 games"
2026-04-05 18:00:44,B2,EXCEL_SOURCE_UPDATED,,,,props=16697 (+0) spreads=1423 (+0)
2026-04-05 18:01:11,B2,PREDICTIONS,,,,"123 plays, skipped 0"
2026-04-05 18:01:12,B2,BATCH_SUMMARY,,,,"props_fetched=123, plays_added=0"
2026-04-05 18:01:12,B2,INTEGRITY_OK,/Users/salman/Documents/GitHub/PropEdgeV10.0/data/today.json,572,572,SAVE_TODAY
2026-04-05 18:01:15,B2,BATCH_COMPLETE,,,,
2026-04-05 21:30:02,B3,BATCH_START,,,,2026-04-05
2026-04-05 21:30:13,B3,PROPS_FETCHED,,,,"132 props, 11 games"
2026-04-05 21:30:37,B3,EXCEL_SOURCE_UPDATED,,,,props=16707 (+10) spreads=1423 (+0)
2026-04-05 21:31:08,B3,PREDICTIONS,,,,"131 plays, skipped 1"
2026-04-05 21:31:09,B3,BATCH_SUMMARY,,,,"props_fetched=131, plays_added=10"
2026-04-05 21:31:09,B3,INTEGRITY_OK,/Users/salman/Documents/GitHub/PropEdgeV10.0/data/today.json,572,582,SAVE_TODAY
2026-04-05 21:31:13,B3,BATCH_COMPLETE,,,,
2026-04-06 06:00:26,B0,BATCH_START,,,,
2026-04-06 06:00:42,B0,BOXSCORES_FETCHED,,,,191 rows for 2026-04-05
2026-04-06 06:00:48,B0,BATCH_SUMMARY,,,,"plays_graded=105, wins=53, losses=52, dnp=37"
2026-04-06 06:00:57,B0,FILE_STATE_BEFORE_APPEND,nba_gamelogs_2025_26.csv,25082,,
2026-04-06 06:02:26,B0,INTEGRITY_OK,/Users/salman/Documents/GitHub/PropEdgeV10.0/source-files/nba_gamelogs_2025_26.csv,25082,25310,APPEND_GAMELOGS
2026-04-06 06:02:26,B0,ROLLING_UPDATE_FAILED,,,,name 'load_combined' is not defined
2026-04-06 08:00:10,B1,BATCH_START,,,,2026-04-06
2026-04-06 08:00:19,B1,PROPS_FETCHED,,,,"60 props, 5 games"
2026-04-06 08:33:38,B1,EXCEL_SOURCE_UPDATED,,,,props=16767 (+60) spreads=1428 (+5)
2026-04-06 08:36:55,B1,PREDICTIONS,,,,"60 plays, skipped 0"
2026-04-06 08:36:57,B1,BATCH_SUMMARY,,,,"props_fetched=60, plays_added=60"
2026-04-06 08:36:57,B1,INTEGRITY_OK,/Users/salman/Documents/GitHub/PropEdgeV10.0/data/today.json,582,642,SAVE_TODAY
2026-04-06 08:37:17,B1,BATCH_COMPLETE,,,,
2026-04-06 08:41:20,B0,BATCH_COMPLETE,,,,
2026-04-06 18:00:06,B2,BATCH_START,,,,2026-04-06
2026-04-06 18:00:13,B2,PROPS_FETCHED,,,,"58 props, 5 games"
2026-04-06 18:00:34,B2,EXCEL_SOURCE_UPDATED,,,,props=16767 (+0) spreads=1428 (+0)
2026-04-06 18:00:58,B2,PREDICTIONS,,,,"58 plays, skipped 0"
2026-04-06 18:00:59,B2,BATCH_SUMMARY,,,,"props_fetched=58, plays_added=0"
2026-04-06 18:00:59,B2,INTEGRITY_OK,/Users/salman/Documents/GitHub/PropEdgeV10.0/data/today.json,642,642,SAVE_TODAY
2026-04-06 18:01:02,B2,BATCH_COMPLETE,,,,
2026-04-06 21:27:54,B3,BATCH_START,,,,2026-04-06
2026-04-06 21:27:59,B3,PROPS_FETCHED,,,,"59 props, 5 games"
2026-04-06 21:28:36,B3,EXCEL_SOURCE_UPDATED,,,,props=16772 (+5) spreads=1428 (+0)
2026-04-06 21:29:16,B3,PREDICTIONS,,,,"59 plays, skipped 0"
